1	2	3	4	5
1418	9792617.078	8940165.701	10645068.45	0
1417	9800773.468	8948322.091	10653224.84	0
1416	9813890.513	8961439.136	10666341.89	0
1415	9831639.037	8979187.66	10684090.41	0
1414	9853643.946	9001192.569	10706095.32	0
1413	9879491.371	9027039.995	10731942.75	0
1412	9908736.029	9056284.653	10761187.41	0
1411	9940908.654	9088457.278	10793360.03	0
1410	9975523.387	9123072.011	10827974.76	0
1409	10012085	9159633.62	10864536.37	0
1408	10050095.83	9197644.452	10902547.21	0
1407	10089062.4	9236611.022	10941513.78	0
1406	10128501.53	9276050.155	10980952.91	0
1405	10167946.01	9290313.481	11045578.53	0
1404	10206949.64	9329317.115	11084582.17	0
1403	10245091.78	9367459.258	11122724.31	0
1402	10281981.2	9404348.674	11159613.72	0
1401	10317259.33	9439626.804	11194891.85	0
1400	10350602.93	9472970.409	11228235.46	0
1399	10381726.13	9504093.607	11259358.66	0
1398	10410381.86	9532749.332	11288014.38	0
1397	10436362.77	9575396.553	11297328.98	0
1396	10459501.62	9608265.088	11310738.15	0
1395	10479671.2	9628434.673	11330907.74	0
1394	10496783.8	9645547.27	11348020.33	0
1393	10510790.28	9659553.75	11362026.81	0
1392	10521678.85	9670442.313	11372915.38	0
1391	10529473.46	9678236.931	11380709.99	0
1390	10534232.05	9682995.522	11385468.59	0
1389	10536044.45	9684807.914	11387280.98	0
1388	10535030.14	9683793.604	11386266.67	0
1387	10531335.91	9680099.377	11382572.44	0
1386	10525133.32	9673896.784	11376369.85	0
1385	10516616.05	9665379.522	11367852.59	0
1384	10505997.26	9654760.731	11357233.79	0
1383	10493506.75	9642270.222	11344743.29	0
1382	10479388.2	9628151.664	11330624.73	0
1381	10463896.26	9612659.724	11315132.79	0
1380	10447293.73	9596057.197	11298530.26	0
1379	10429848.65	9578612.116	11281085.18	0
1378	10411831.4	9560594.867	11263067.93	0
1377	10393511.85	9542275.322	11244748.39	0
1376	10375156.53	9523919.995	11226393.06	0
1375	10357025.78	9505789.248	11208262.31	0
1374	10339371.08	9488134.55	11190607.61	0
1373	10322432.36	9471195.833	11173668.9	0
1372	10306435.46	9455198.931	11157671.99	0
1371	10291589.7	9440353.169	11142826.23	0
1370	10278085.61	9426849.082	11129322.15	0
1369	10266092.87	9414856.336	11117329.4	0
1368	10255758.37	9404521.838	11106994.9	0
1367	10247204.63	9395968.095	11098441.16	0
1366	10240528.36	9389291.832	11091764.9	0
1365	10235799.43	9384562.9	11087035.96	0
1364	10233060.03	9381823.503	11084296.57	0
1363	10232324.29	9381087.755	11083560.82	0
1362	10233578.13	9382341.601	11084814.67	0
1361	10236779.63	9385543.097	11088016.16	0
1360	10241859.6	9390623.071	11093096.13	0
1359	10248722.7	9397486.163	11099959.23	0
1358	10257248.77	9406012.239	11108485.3	0
1357	10267294.7	9416058.165	11118531.23	0
1356	10278696.46	9427459.933	11129933	0
1355	10291271.63	9440035.101	11142508.16	0
1354	10304822.06	9453585.53	11156058.59	0
1353	10319136.9	9467900.365	11170373.43	0
1352	10333995.76	9482759.229	11185232.29	0
1351	10349172.1	9497935.566	11200408.63	0
1350	10364436.63	9513200.101	11215673.16	0
1349	10379560.86	9528324.329	11230797.39	0
1348	10394320.54	9543084.009	11245557.07	0
1347	10408499.1	9557262.565	11259735.63	0
1346	10421890.9	9570654.367	11273127.43	0
1345	10434304.34	9583067.809	11285540.87	0
1344	10445564.68	9594328.145	11296801.21	0
1343	10455516.55	9604280.016	11306753.08	0
1342	10464026.16	9612789.633	11315262.7	0
1341	10470983.11	9528920.375	11413045.84	0
1340	10476301.7	9534238.965	11418364.43	0
1339	10479921.94	9604859.556	11354984.32	0
1338	10481809.99	9606747.603	11356872.37	0
1337	10481958.17	9606895.788	11357020.55	0
1336	10480384.56	9605322.175	11355446.94	0
1335	10477132.06	9602069.676	11352194.44	0
1334	10472267.14	9597204.757	11347329.52	0
1333	10465878.13	9590815.744	11340940.51	0
1332	10458073.18	9583010.799	11333135.56	0
1331	10448977.97	9573915.587	11324040.35	0
1330	10438733.09	9563670.706	11313795.47	0
1329	10427491.31	9552428.929	11302553.69	0
1328	10415414.7	9540352.322	11290477.09	0
1327	10402671.68	9527609.297	11277734.06	0
1326	10389434.05	9514371.671	11264496.44	0
1325	10375874.16	9500811.779	11250936.54	0
1324	10362162.09	9487099.711	11237224.48	0
1323	10348463.1	9473400.722	11223525.49	0
1322	10334935.24	9459872.857	11209997.62	0
1321	10321727.22	9446664.837	11196789.6	0
1320	10308976.62	9433914.241	11184039	0
1319	10296808.38	9421745.998	11171870.76	0
1318	10285333.6	9410271.22	11160395.98	0
1317	10274648.74	9399586.361	11149711.13	0
1316	10264835.1	9389772.72	11139897.48	0
1315	10255958.64	9380896.263	11131021.03	0
1314	10248070.13	9373007.746	11123132.51	0
1313	10241205.51	9366143.126	11116267.89	0
1312	10235386.58	9360324.199	11110448.96	0
1311	10230621.84	9355559.462	11105684.23	0
1310	10226907.51	9351845.132	11101969.9	0
1309	10224228.67	9349166.289	11099291.05	0
1308	10222560.49	9347498.104	11097622.87	0
1307	10221869.47	9346807.092	11096931.86	0
1306	10222114.76	9347052.378	11097177.14	0
1305	10223249.29	9348186.908	11098311.67	0
1304	10225220.98	9350158.594	11100283.36	0
1303	10227973.74	9352911.356	11103036.12	0
1302	10231448.43	9356386.047	11106510.81	0
1301	10235583.62	9360521.237	11110646	0
1300	10240316.24	9365253.862	11115378.63	0
1299	10245582.11	9370519.727	11120644.49	0
1298	10251316.26	9376253.876	11126378.64	0
1297	10257453.22	9382390.84	11132515.6	0
1296	10263927.16	9364350.15	11163504.17	0
1295	10270671.93	9371094.919	11170248.94	0
1294	10277621.08	9378044.072	11177198.09	0
1293	10284707.86	9385130.847	11184284.87	0
1292	10291865.16	9392288.153	11191442.17	0
1291	10299025.59	9399448.579	11198602.6	0
1290	10306121.49	9406544.477	11205698.5	0
1289	10313085.13	9413508.117	11212662.14	0
1288	10319848.96	9420271.945	11219425.97	0
1287	10326345.98	9361879.569	11290812.39	0
1286	10332510.26	9368043.854	11296976.67	0
1285	10338277.57	9373811.165	11302743.99	0
1284	10343586.13	9379119.72	11308052.54	0
1283	10348377.47	9383911.065	11312843.88	0
1282	10352597.45	9388131.039	11317063.86	0
1281	10356197.23	9391730.819	11320663.64	0
1280	10359134.41	9394667.996	11323600.82	0
1279	10361374.08	9396907.671	11325840.49	0
1278	10362889.93	9398423.517	11327356.34	0
1277	10363665.18	9399198.771	11328131.59	0
1276	10363693.53	9399227.124	11328159.94	0
1275	10362979.87	9398513.459	11327446.28	0
1274	10361540.81	9397074.405	11326007.23	0
1273	10359405.09	9394938.678	11323871.5	0
1272	10356613.58	9392147.172	11321079.99	0
1271	10353219.19	9388752.782	11317685.6	0
1270	10349286.36	9384819.951	11313752.77	0
1269	10344890.33	9380423.919	11309356.74	0
1268	10340116.11	9375649.697	11304582.52	0
1267	10335057.17	9370590.757	11299523.58	0
1266	10329813.89	9365347.476	11294280.3	0
1265	10324491.76	9360025.348	11288958.17	0
1264	10319199.42	9354733.013	11283665.83	0
1263	10314046.56	9349580.146	11278512.97	0
1262	10309141.66	9344675.246	11273608.07	0
1261	10304589.8	9340123.394	11269056.21	0
1260	10300490.45	9336024.035	11264956.86	0
1259	10296935.24	9332468.834	11261401.65	0
1258	10294006.09	9329539.684	11258472.5	0
1257	10291773.31	9327306.905	11256239.73	0
1256	10290294.11	9325827.699	11254760.52	0
1255	10289611.32	9325144.909	11254077.73	0
1254	10289752.52	9325286.111	11254218.93	0
1253	10290729.5	9326263.089	11255195.91	0
1252	10292538.11	9328071.695	11257004.52	0
1251	10295158.53	9330692.121	11259624.94	0
1250	10298555.98	9334089.575	11263022.4	0
1249	10302681.76	9338215.347	11267148.17	0
1248	10307474.66	9343008.251	11271941.07	0
1247	10312862.8	9348396.392	11277329.21	0
1246	10318765.64	9354299.233	11283232.05	0
1245	10325096.3	9360629.887	11289562.71	0
1244	10331764	9367297.594	11296230.41	0
1243	10338676.7	9374210.286	11303143.11	0
1242	10345743.61	9381277.2	11310210.02	0
1241	10352877.85	9413338.588	11292417.11	0
1240	10359998.81	9420459.554	11299538.07	0
1239	10367034.48	9427495.219	11306573.74	0
1238	10373923.36	9434384.101	11313462.62	0
1237	10380616.2	9441076.936	11320155.45	0
1236	10387077.23	9447537.97	11326616.49	0
1235	10393285.08	9453745.825	11332824.34	0
1234	10399233.17	9459693.914	11338772.43	0
1233	10404929.63	9465390.373	11344468.89	0
1232	10410396.78	9470857.518	11349936.04	0
1231	10415670.08	9476130.821	11355209.34	0
1230	10420796.69	9481257.426	11360335.94	0
1229	10425833.5	9486294.245	11365372.76	0
1228	10430844.94	9491305.677	11370384.2	0
1227	10435900.26	9496361.005	11375439.52	0
1226	10441070.8	9491104.007	11391037.59	0
1225	10446426.86	9490359.996	11402493.72	0
1224	10452034.63	9495299.451	11408769.8	0
1223	10457953.05	9501217.875	11414688.23	0
1222	10464230.78	9507495.6	11420965.95	0
1221	10470903.28	9514168.1	11427638.45	0
1220	10477990.24	9521255.065	11434725.42	0
1219	10485493.29	9528758.112	11442228.46	0
1218	10493394.09	9536658.916	11450129.27	0
1217	10501652.99	9544917.811	11458388.16	0
1216	10510208.08	9553472.906	11466943.26	0
1215	10518974.95	9562239.771	11475710.12	0
1214	10527846.89	9571111.711	11484582.06	0
1213	10536695.8	9579960.623	11493430.98	0
1212	10545373.64	9588638.463	11502108.82	0
1211	10553714.44	9596979.26	11510449.61	0
1210	10561536.86	9604801.688	11518272.04	0
1209	10568647.28	9611912.099	11525382.45	0
1208	10574843.18	9618107.999	11531578.35	0
1207	10579917.03	9623181.857	11536652.21	0
1206	10583660.36	9626925.185	11540395.54	0
1205	10585867.97	9629132.796	11542603.15	0
1204	10586342.31	9629607.13	11543077.48	0
1203	10584897.75	9628162.57	11541632.92	0
1202	10581364.81	9624629.632	11538099.98	0
1201	10575594.12	9618858.94	11532329.29	0
1200	10567460.07	9610724.893	11524195.25	0
1199	10556864.11	9600128.937	11513599.29	0
1198	10543737.54	9587002.361	11500472.71	0
1197	10528043.74	9571308.566	11484778.92	0
1196	10509779.91	9553044.733	11466515.09	0
1195	10488978.04	9532242.862	11445713.22	0
1194	10465705.34	9508970.164	11422440.52	0
1193	10440063.95	9483328.773	11396799.13	0
1192	10412189.98	9455454.806	11368925.16	0
1191	10382251.96	9425516.779	11338987.13	0
1190	10350448.6	9393713.42	11307183.77	0
1189	10317006.09	9360270.913	11273741.27	0
1188	10282174.83	9325439.658	11238910.01	0
1187	10246225.77	9289490.59	11202960.94	0
1186	10209446.34	9252711.159	11166181.51	0
1185	10172136.22	9215401.044	11128871.4	0
1184	10134602.87	9177867.694	11091338.05	0
1183	10097156.97	9140421.795	11053892.15	0
1182	10060107.93	9103372.752	11016843.1	0
1181	10023759.45	9067024.27	10980494.62	0
1180	9988405.313	9031670.136	10945140.49	0
1179	9954325.444	8997590.268	10911060.62	0
1178	9921782.282	8975400.06	10868164.5	0
1177	9891017.59	8944635.368	10837399.81	0
1176	9862249.711	8915867.49	10808631.93	0
1175	9835671.318	8889289.096	10782053.54	0
1174	9811447.68	8865065.458	10757829.9	0
1173	9789715.476	8843333.255	10736097.7	0
1172	9770582.127	8824199.905	10716964.35	0
1171	9754125.656	8807743.434	10700507.88	0
1170	9740395.049	8794012.827	10686777.27	0
1169	9729411.071	8783028.849	10675793.29	0
1168	9721167.499	8774785.277	10667549.72	0
1167	9715632.725	8769250.503	10662014.95	0
1166	9712751.66	8766369.438	10659133.88	0
1165	9712447.878	8766065.656	10658830.1	0
1164	9714625.94	8768243.718	10661008.16	0
1163	9719173.826	8772791.604	10665556.05	0
1162	9725965.407	8779583.185	10672347.63	0
1161	9734862.907	8788480.685	10681245.13	0
1160	9745719.278	8799337.056	10692101.5	0
1159	9758380.456	8811998.234	10704762.68	0
1158	9772687.44	8826305.218	10719069.66	0
1157	9788478.167	8842095.945	10734860.39	0
1156	9805589.153	8859206.931	10751971.37	0
1155	9823856.88	8877474.659	10770239.1	0
1154	9843118.931	8896736.709	10789501.15	0
1153	9863214.862	8916832.64	10809597.08	0
1152	9883986.839	8937604.617	10830369.06	0
1151	9905280.044	8958897.823	10851662.27	0
1150	9926942.889	8980560.667	10873325.11	0
1149	9948827.059	9002444.837	10895209.28	0
1148	9970787.437	9024405.215	10917169.66	0
1147	9992681.944	9046299.722	10939064.17	0
1146	10014371.33	9067989.108	10960753.55	0
1145	10035718.98	9089336.754	10982101.2	0
1144	10056590.73	9110208.511	11002972.95	0
1143	10076854.85	9130472.628	11023237.07	0
1142	10096382.01	9149999.792	11042764.24	0
1141	10115045.54	9168663.315	11061427.76	0
1140	10132721.71	9186339.492	11079103.94	0
1139	10149290.36	9202908.139	11095672.58	0
1138	10164635.54	9218253.322	11111017.77	0
1137	10178646.5	9232264.275	11125028.72	0
1136	10191218.72	9244836.495	11137600.94	0
1135	10202255.22	9255873.002	11148637.45	0
1134	10211667.95	9265285.723	11158050.17	0
1133	10219379.21	9272996.987	11165761.43	0
1132	10225323.3	9278941.078	11171705.52	0
1131	10229448.02	9283065.802	11175830.25	0
1130	10231716.26	9285334.036	11178098.48	0
1129	10232107.4	9285725.181	11178489.62	0
1128	10230618.72	9284236.495	11177000.94	0
1127	10227266.47	9280884.246	11173648.69	0
1126	10222086.85	9275704.627	11168469.07	0
1125	10215136.63	9264134.44	11166138.82	0
1124	10206493.5	9255491.305	11157495.69	0
1123	10196256.03	9245253.839	11147258.22	0
1122	10184543.35	9233541.158	11135545.54	0
1121	10171494.33	9220492.136	11122496.52	0
1120	10157266.45	9206264.256	11108268.64	0
1119	10142034.25	9191032.054	11093036.44	0
1118	10125987.38	9174985.19	11076989.57	0
1117	10109328.35	9158326.154	11060330.54	0
1116	10092269.84	9141267.652	11043272.03	0
1115	10075031.88	9124029.69	11026034.07	0
1114	10057838.61	9106836.423	11008840.8	0
1113	10040915.01	9089912.819	10991917.2	0
1112	10024483.38	9073481.192	10975485.57	0
1111	10008759.87	9057757.677	10959762.06	0
1110	9993950.902	9042948.711	10944953.09	0
1109	9980249.792	9029247.601	10931251.98	0
1108	9967833.426	9016831.235	10918835.62	0
1107	9956859.21	9005857.019	10907861.4	0
1106	9947462.292	8996460.101	10898464.48	0
1105	9939753.136	8988750.945	10890755.33	0
1104	9933815.508	8982813.317	10884817.7	0
1103	9929704.907	8978702.716	10880707.1	0
1102	9927447.508	8976445.317	10878449.7	0
1101	9927039.622	8976037.431	10878041.81	0
1100	9928447.706	8977445.515	10879449.9	0
1099	9931608.934	8980606.743	10882611.13	0
1098	9936432.322	8985430.131	10887434.51	0
1097	9942800.389	8991798.198	10893802.58	0
1096	9950571.337	8999569.146	10901573.53	0
1095	9959581.71	9008579.519	10910583.9	0
1094	9969649.478	9018647.287	10920651.67	0
1093	9980577.498	9029575.307	10931579.69	0
1092	9992157.273	9041155.082	10943159.46	0
1091	10004172.95	9053170.759	10955175.14	0
1090	10016405.47	9065403.274	10967407.66	0
1089	10028636.75	9077634.562	10979638.94	0
1088	10040653.94	9089651.748	10991656.13	0
1087	10052253.42	9101251.231	11003255.61	0
1086	10063244.76	9112242.572	11014246.95	0
1085	10073454.29	9122452.102	11024456.48	0
1084	10082728.37	9131726.18	11033730.56	0
1083	10090936.21	9139934.018	11041938.4	0
1082	10097972.21	9146970.021	11048974.4	0
1081	10103757.78	9152755.59	11054759.97	0
1080	10108242.53	9157240.335	11059244.72	0
1079	10111404.88	9160402.693	11062407.08	0
1078	10113252.11	9162249.915	11064254.3	0
1077	10113819.63	9162817.439	11064821.82	0
1076	10113169.84	9162167.653	11064172.03	0
1075	10111390.28	9160388.088	11062392.47	0
1074	10108591.27	9157589.074	11059593.46	0
1073	10104903.11	9153900.919	11055905.3	0
1072	10100472.86	9149470.674	11051475.06	0
1071	10095460.77	9144458.575	11046462.96	0
1070	10090036.42	9139034.227	11041038.61	0
1069	10084374.83	9133372.635	11035377.02	0
1068	10078652.37	9127650.18	11029654.56	0
1067	10073042.81	9122040.619	11024045	0
1066	10067713.42	9116711.231	11018715.61	0
1065	10062821.37	9121103.328	11004539.41	0
1064	10058510.38	9116792.333	11000228.42	0
1063	10054907.79	9113189.748	10996625.83	0
1062	10052122.12	9110404.075	10993840.16	0
1061	10050241.05	9108523.007	10991959.09	0
1060	10049330.07	9107612.028	10991048.11	0
1059	10049431.63	9107713.587	10991149.67	0
1058	10050564.92	9108846.877	10992282.96	0
1057	10052726.25	9111008.206	10994444.29	0
1056	10055889.97	9114171.927	10997608.01	0
1055	10060009.96	9118291.919	11001728	0
1054	10065021.58	9123303.54	11006739.62	0
1053	10070844.05	9129126.005	11012562.09	0
1052	10077383.16	9135665.115	11019101.2	0
1051	10084534.28	9142816.237	11026252.32	0
1050	10092185.51	9150467.466	11033903.55	0
1049	10100220.9	9158502.855	11041938.94	0
1048	10108523.68	9166805.634	11050241.72	0
1047	10116979.34	9175261.301	11058697.38	0
1046	10125478.56	9183760.523	11067196.61	0
1045	10133919.78	9192201.736	11075637.82	0
1044	10142211.43	9200493.391	11083929.47	0
1043	10150273.81	9208555.765	11091991.85	0
1042	10158040.35	9216322.312	11099758.39	0
1041	10165458.53	9223740.492	11107176.57	0
1040	10172490.13	9230772.09	11114208.17	0
1039	10179111.04	9237393	11120829.08	0
1038	10185310.55	9243592.505	11127028.59	0
1037	10191090.12	9249372.081	11132808.16	0
1036	10196461.82	9254743.775	11138179.86	0
1035	10201446.25	9259728.21	11143164.29	0
1034	10206070.35	9264352.309	11147788.39	0
1033	10210364.84	9268646.802	11152082.88	0
1032	10214361.66	9272643.619	11156079.7	0
1031	10218091.3	9276373.261	11159809.34	0
1030	10221580.28	9279862.242	11163298.33	0
1029	10224848.74	9283130.701	11166566.78	0
1028	10227908.31	9286190.273	11169626.36	0
1027	10230760.33	9289042.293	11172478.38	0
1026	10233394.46	9291676.42	11175112.5	0
1025	10235787.76	9294069.723	11177505.81	0
1024	10237904.32	9296186.281	11179622.36	0
1023	10239695.37	9297977.324	11181413.41	0
1022	10241099.97	9299381.927	11182818.01	0
1021	10242046.28	9300328.238	11183764.32	0
1020	10242453.27	9300735.229	11184171.31	0
1019	10242232.96	9300514.916	11183951	0
1018	10241293.03	9299574.991	11183011.07	0
1017	10239539.84	9297821.797	11181257.88	0
1016	10236881.59	9295163.549	11178599.63	0
1015	10233231.76	9291513.719	11174949.8	0
1014	10228512.51	9286794.465	11170230.55	0
1013	10222658.06	9280940.015	11164376.1	0
1012	10215617.93	9270029.351	11161206.5	0
1011	10207359.86	9261771.286	11152948.43	0
1010	10197872.43	9252283.857	11143461	0
1009	10187167.15	9241578.579	11132755.73	0
1008	10175280.08	9219043.439	11131516.71	0
1007	10162272.78	9206036.139	11118509.41	0
1006	10148232.69	9191996.056	11104469.33	0
1005	10133272.79	9177036.154	11089509.43	0
1004	10117530.53	9161293.891	11073767.16	0
1003	10101166.14	9144929.501	11057402.77	0
1002	10084360.26	9128123.623	11040596.9	0
1001	10067310.96	9111074.321	11023547.59	0
1000	10050230.19	9093993.55	11006466.82	0
999	10033339.8	9077103.164	10989576.44	0
998	10016867.18	9060630.548	10973103.82	0
997	10001040.61	9044803.976	10957277.25	0
996	9986084.455	9011394.713	10960774.2	0
995	9972214.352	8997524.611	10946904.09	0
994	9959632.468	8984942.726	10934322.21	0
993	9948522.944	8973833.202	10923212.69	0
992	9939047.681	8964357.939	10913737.42	0
991	9931342.539	8956652.797	10906032.28	0
990	9925514.065	8950824.324	10900203.81	0
989	9921636.826	8946947.084	10896326.57	0
988	9919751.417	8945061.676	10894441.16	0
987	9919863.2	8945173.458	10894552.94	0
986	9921941.799	8947252.058	10896631.54	0
985	9925921.378	8951231.637	10900611.12	0
984	9931701.68	8957011.939	10906391.42	0
983	9939149.819	8964460.077	10913839.56	0
982	9948102.771	8973413.029	10922792.51	0
981	9958370.516	8983680.775	10933060.26	0
980	9969739.742	8995050.001	10944429.48	0
979	9981978.034	9007288.293	10956667.78	0
978	9994838.448	9020148.707	10969528.19	0
977	10008064.36	9033374.616	10982754.1	0
976	10021394.47	9046704.726	10996084.21	0
975	10034567.87	9059878.132	11009257.61	0
974	10047329.06	9072639.322	11022018.8	0
973	10059432.74	9084742.998	11034122.48	0
972	10070648.36	9095958.617	11045338.1	0
971	10080764.31	9106074.564	11055454.05	0
970	10089591.6	9114901.857	11064281.34	0
969	10096967.07	9122277.326	11071656.81	0
968	10102755.94	9128066.196	11077445.68	0
967	10106853.78	9132164.036	11081543.52	0
966	10109187.8	9134498.055	11083877.54	0
965	10109717.45	9135027.712	11084407.2	0
964	10108434.41	9133744.673	11083124.16	0
963	10105361.85	9130672.108	11080051.59	0
962	10100553.12	9125863.383	11075242.87	0
961	10094089.93	9119400.188	11068779.67	0
960	10086079.89	9111390.153	11060769.64	0
959	10076653.77	9101964.03	11051343.51	0
958	10065962.26	9091272.522	11040652.01	0
957	10054172.56	9079482.823	11028862.31	0
956	10041464.71	9066774.972	11016154.46	0
955	10028027.85	9053338.108	11002717.59	0
954	10014056.43	9039366.693	10988746.18	0
953	9999746.551	9025056.809	10974436.29	0
952	9985292.338	9010602.596	10959982.08	0
951	9970882.642	8996192.9	10945572.38	0
950	9956697.943	8982008.201	10931387.68	0
949	9942907.612	8968217.87	10917597.35	0
948	9929667.544	8954977.803	10904357.29	0
947	9917118.2	8942428.458	10891807.94	0
946	9905383.07	8930693.329	10880072.81	0
945	9894567.587	8919877.846	10869257.33	0
944	9884758.468	8910068.727	10859448.21	0
943	9876023.486	8879073.009	10872973.96	0
942	9868411.642	8871461.165	10865362.12	0
941	9861953.717	8865003.24	10858904.19	0
940	9856663.148	8859712.671	10853613.62	0
939	9852537.202	8855586.725	10849487.68	0
938	9849558.386	8852607.909	10846508.86	0
937	9847696.034	8850745.557	10844646.51	0
936	9846908.036	8849957.559	10843858.51	0
935	9847142.63	8850192.153	10844093.11	0
934	9848340.211	8851389.734	10845290.69	0
933	9850435.114	8853484.637	10847385.59	0
932	9853357.296	8856406.819	10850307.77	0
931	9857033.913	8860083.436	10853984.39	0
930	9861390.711	8864440.235	10858341.19	0
929	9866353.24	8869402.763	10863303.72	0
928	9871847.839	8874897.362	10868798.32	0
927	9877802.405	8880851.928	10874752.88	0
926	9884146.917	8887196.44	10881097.39	0
925	9890813.735	8893863.259	10887764.21	0
924	9897737.679	8900787.202	10894688.16	0
923	9904855.906	8907905.429	10901806.38	0
922	9912107.623	8915157.146	10909058.1	0
921	9919433.649	8922483.172	10916384.13	0
920	9926775.884	8929825.407	10923726.36	0
919	9934076.712	8937126.235	10931027.19	0
918	9941278.386	8944327.909	10938228.86	0
917	9948322.45	8951371.973	10945272.93	0
916	9955149.216	8958198.739	10952099.69	0
915	9961697.371	8964746.894	10958647.85	0
914	9967903.725	8970953.248	10964854.2	0
913	9973703.151	8976752.674	10970653.63	0
912	9979028.729	8982078.253	10975979.21	0
911	9983812.131	8986861.654	10980762.61	0
910	9987984.243	8991033.766	10984934.72	0
909	9991476.039	8994525.562	10988426.52	0
908	9994219.69	8997269.214	10991170.17	0
907	9996149.903	8999199.426	10993100.38	0
906	9997205.448	9000254.972	10994155.93	0
905	9997330.866	9000380.389	10994281.34	0
904	9996478.279	8999527.802	10993428.76	0
903	9994609.29	8997658.813	10991559.77	0
902	9991696.884	8994746.407	10988647.36	0
901	9987727.293	8990776.816	10984677.77	0
900	9982701.75	8985751.273	10979652.23	0
899	9976638.065	8979687.588	10973588.54	0
898	9969571.969	8972621.492	10966522.45	0
897	9961558.153	8964607.676	10958508.63	0
896	9952670.949	8955720.472	10949621.43	0
895	9943004.607	8946054.13	10939955.08	0
894	9932673.119	8935722.642	10929623.6	0
893	9921809.558	8924859.081	10918760.03	0
892	9910564.916	8913614.439	10907515.39	0
891	9899106.429	8902155.952	10896056.91	0
890	9887615.394	8890664.917	10884565.87	0
889	9876284.499	8879334.022	10873234.98	0
888	9865314.7	8868364.223	10862265.18	0
887	9854911.693	8857961.216	10851862.17	0
886	9845282.041	8848331.564	10842232.52	0
885	9836629.029	8839678.552	10833579.51	0
884	9829148.341	8832197.864	10826098.82	0
883	9823023.639	8826073.162	10819974.12	0
882	9818422.163	8821471.686	10815372.64	0
881	9815490.441	8818539.964	10812440.92	0
880	9814350.237	8817399.76	10811300.71	0
879	9815094.833	8818144.356	10812045.31	0
878	9817785.754	8820835.277	10814736.23	0
877	9822450.045	8825499.568	10819400.52	0
876	9829078.17	8832127.693	10826028.65	0
875	9837622.642	8840672.165	10834573.12	0
874	9847997.415	8851046.938	10844947.89	0
873	9860078.12	8863127.643	10857028.6	0
872	9873703.15	8876752.673	10870653.63	0
871	9888675.613	8891725.136	10885626.09	0
870	9904766.152	8907815.675	10901716.63	0
869	9921716.585	8924766.108	10918667.06	0
868	9939244.319	8942293.842	10936194.8	0
867	9957047.472	8960096.995	10953997.95	0
866	9974810.596	8977860.119	10971761.07	0
865	9992210.898	8995260.421	10989161.38	0
864	10008924.84	9011974.361	11005875.31	0
863	10024634.95	9027684.475	11021585.43	0
862	10039036.76	9042086.282	11035987.24	0
861	10051845.6	9054895.123	11048796.08	0
860	10062803.23	9065852.758	11059753.71	0
859	10071684.06	9074733.579	11068634.53	0
858	10078300.76	9081350.282	11075251.24	0
857	10082509.32	9085558.84	11079459.79	0
856	10084213.15	9087262.67	11081163.62	0
855	10083366.32	9086415.848	11080316.8	0
854	10079975.78	9083025.3	11076926.25	0
853	10074102.36	9077151.878	11071052.83	0
852	10065860.75	9068910.274	11062811.23	0
851	10055418.22	9058467.745	11052368.7	0
850	10042992.13	9046041.648	11039942.6	0
849	10028846.3	9031895.826	11025796.78	0
848	10013286.35	9016335.877	11010236.83	0
847	9996653.888	8999703.411	10993604.37	0
846	9979319.871	8982369.394	10976270.35	0
845	9961677.182	8964726.705	10958627.66	0
844	9944132.541	8947182.064	10941083.02	0
843	9927097.974	8930147.497	10924048.45	0
842	9910981.992	8914031.515	10907932.47	0
841	9896180.684	8899230.207	10893131.16	0
840	9883068.911	8886118.434	10880019.39	0
839	9871991.803	8875041.326	10868942.28	0
838	9863256.75	8866306.273	10860207.23	0
837	9857126.072	8860175.595	10854076.55	0
836	9853810.54	8856860.063	10850761.02	0
835	9853463.902	8856513.425	10850414.38	0
834	9856178.549	8859228.072	10853129.03	0
833	9861982.431	8865031.954	10858932.91	0
832	9870837.305	8873886.828	10867787.78	0
831	9882638.37	8885687.893	10879588.85	0
830	9897215.318	8900264.841	10894165.79	0
829	9914334.784	8917384.307	10911285.26	0
828	9933704.169	8936753.692	10930654.65	0
827	9954976.753	8958026.277	10951927.23	0
826	9977758.013	8980807.536	10974708.49	0
825	10001613.01	9004662.531	10998563.48	0
824	10026074.69	9029124.215	11023025.17	0
823	10050652.98	9053702.499	11047603.45	0
822	10074844.35	9077893.872	11071794.83	0
821	10098141.86	9101191.384	11095092.34	0
820	10120045.25	9123094.772	11116995.73	0
819	10140071	9143120.523	11137021.48	0
818	10157762.13	9160811.651	11154712.6	0
817	10172697.45	9162804.804	11182590.1	0
816	10184500.2	9174607.554	11194392.85	0
815	10192845.72	9182953.067	11202738.37	0
814	10197468.13	9187575.478	11207360.78	0
813	10198165.85	9188273.2	11208058.5	0
812	10194805.77	9184913.12	11204698.42	0
811	10187326.04	9177433.393	11197218.69	0
810	10175737.45	9165844.796	11185630.1	0
809	10160123.26	9150230.605	11170015.91	0
808	10140637.65	9130745.003	11150530.3	0
807	10117502.7	9107610.053	11127395.35	0
806	10091003.97	9081111.317	11100896.62	0
805	10061484.85	9051592.197	11071377.5	0
804	10029339.79	9019447.143	11039232.44	0
803	9995006.509	8985113.859	11004899.16	0
802	9958957.342	8949064.692	10968849.99	0
