1	2	3	4	5
801	9921690.025	8911797.375	10931582.67	0
800	9883717.976	8873825.326	10893610.63	0
799	9845560.367	8835667.717	10855453.02	0
798	9807732.157	8797839.507	10817624.81	0
797	9770734.309	8760841.659	10780626.96	0
796	9735044.384	8725151.734	10744937.03	0
795	9701107.709	8691215.059	10711000.36	0
794	9669329.293	8659436.643	10679221.94	0
793	9640066.653	8630174.003	10649959.3	0
792	9613623.68	8603731.03	10623516.33	0
791	9590245.674	8580353.024	10600138.32	0
790	9570115.616	8560222.966	10580008.27	0
789	9553351.758	8543459.108	10563244.41	0
788	9540006.545	8530113.895	10549899.2	0
787	9530066.885	8520174.235	10539959.53	0
786	9523455.733	8513563.083	10533348.38	0
785	9520034.947	8510142.297	10529927.6	0
784	9519609.326	8509716.676	10529501.98	0
783	9521931.737	8512039.087	10531824.39	0
782	9526709.211	8516816.561	10536601.86	0
781	9533609.858	8523717.208	10543502.51	0
780	9542270.45	8532377.8	10552163.1	0
779	9552304.521	8542411.871	10562197.17	0
778	9563310.781	8553418.131	10573203.43	0
777	9574881.697	8564989.047	10584774.35	0
776	9586612.048	8576719.398	10596504.7	0
775	9598107.28	8588214.63	10607999.93	0
774	9608991.51	8599098.86	10618884.16	0
773	9618915.006	8609022.356	10628807.66	0
772	9627561.014	8617668.364	10637453.66	0
771	9634651.801	8624759.151	10644544.45	0
770	9639953.811	8630061.161	10649846.46	0
769	9643281.838	8633389.188	10653174.49	0
768	9644502.164	8634609.514	10654394.81	0
767	9643534.605	8633641.955	10653427.25	0
766	9640353.449	8630460.799	10650246.1	0
765	9634987.29	8625094.641	10644879.94	0
764	9627517.78	8617625.13	10637410.43	0
763	9618077.334	8608184.684	10627969.98	0
762	9606845.867	8596953.217	10616738.52	0
761	9594046.632	8584153.982	10603939.28	0
760	9579941.261	8570048.611	10589833.91	0
759	9564824.119	8554931.469	10574716.77	0
758	9549016.098	8539123.448	10558908.75	0
757	9532857.965	8522965.315	10542750.61	0
756	9516703.42	8506810.77	10526596.07	0
755	9500911.997	8491019.347	10510804.65	0
754	9485841.928	8427416.491	10544267.37	0
753	9471843.142	8413417.705	10530268.58	0
752	9459250.494	8400825.056	10517675.93	0
751	9448377.372	8374063.201	10522691.54	0
750	9439509.791	8365195.619	10513823.96	0
749	9432901.061	8358586.89	10507215.23	0
748	9428767.147	8354452.975	10503081.32	0
747	9427282.763	8352968.591	10501596.93	0
746	9428578.283	8354264.112	10502892.46	0
745	9432737.506	8358423.334	10507051.68	0
744	9439796.28	8365482.108	10514110.45	0
743	9449742.032	8375427.861	10524056.2	0
742	9462514.158	8388199.986	10536828.33	0
741	9478005.269	8403691.097	10552319.44	0
740	9496063.259	8421749.087	10570377.43	0
739	9516494.12	8442179.948	10590808.29	0
738	9539065.467	8464751.295	10613379.64	0
737	9563510.674	8489196.502	10637824.85	0
736	9589533.553	8515219.381	10663847.72	0
735	9616813.475	8542499.303	10691127.65	0
734	9645010.841	8570696.669	10719325.01	0
733	9673772.8	8599458.629	10748086.97	0
732	9702739.12	8628424.948	10777053.29	0
731	9731548.098	8657233.927	10805862.27	0
730	9759842.432	8685528.26	10834156.6	0
729	9787274.936	8712960.765	10861589.11	0
728	9813514.034	8739199.863	10887828.21	0
727	9838248.931	8763934.759	10912563.1	0
726	9861194.399	8786880.227	10935508.57	0
725	9882095.112	8807780.941	10956409.28	0
724	9900729.466	8826415.295	10975043.64	0
723	9916912.842	8842598.67	10991227.01	0
722	9930500.276	8856186.105	11004814.45	0
721	9941388.512	8867074.341	11015702.68	0
720	9949517.405	8875203.233	11023831.58	0
719	9954870.682	8880556.51	11029184.85	0
718	9957476.057	8883161.886	11031790.23	0
717	9957404.701	8883090.529	11031718.87	0
716	9954770.089	8880455.917	11029084.26	0
715	9949726.25	8875412.079	11024040.42	0
714	9942465.441	8868151.27	11016779.61	0
713	9933215.287	8858901.115	11007529.46	0
712	9922235.422	8847921.251	10996549.59	0
711	9909813.685	8835499.513	10984127.86	0
710	9896261.901	8821947.729	10970576.07	0
709	9881911.326	8807597.155	10956225.5	0
708	9867107.784	8792793.613	10941421.96	0
707	9852206.573	8777892.401	10926520.74	0
706	9837567.19	8763253.019	10911881.36	0
705	9823547.948	8749233.776	10897862.12	0
704	9810500.532	8736186.36	10884814.7	0
703	9798764.581	8724450.409	10873078.75	0
702	9788662.343	8714348.171	10862976.51	0
701	9780493.485	8706179.313	10854807.66	0
700	9774530.118	8743352.676	10805707.56	0
699	9771012.105	8739834.664	10802189.55	0
698	9770142.724	8738965.282	10801320.17	0
697	9772084.741	8740907.299	10803262.18	0
696	9776956.967	8745779.525	10808134.41	0
695	9784831.353	8753653.912	10816008.8	0
694	9795730.675	8764553.234	10826908.12	0
693	9809626.865	8778449.423	10840804.31	0
692	9826440.03	8795262.588	10857617.47	0
691	9846038.196	8814860.754	10877215.64	0
690	9868237.807	8837060.366	10899415.25	0
689	9892804.994	8861627.552	10923982.44	0
688	9919457.628	8888280.187	10950635.07	0
687	9947868.156	8916690.714	10979045.6	0
686	9977667.2	8946489.758	11008844.64	0
685	10008447.9	8977270.462	11039625.34	0
684	10039770.98	9008593.537	11070948.42	0
683	10071170.41	9039992.967	11102347.85	0
682	10102159.74	9070982.298	11133337.18	0
681	10132238.89	9101061.448	11163416.33	0
680	10160901.38	9129723.943	11192078.83	0
679	10187641.93	9156464.489	11218819.37	0
678	10211964.2	9180786.763	11243141.65	0
677	10233388.76	9202211.319	11264566.2	0
676	10251460.93	9220283.487	11282638.37	0
675	10265758.57	9234581.124	11296936.01	0
674	10275899.56	9244722.12	11307077	0
673	10281548.93	9250371.492	11312726.38	0
672	10282425.42	9251247.977	11313602.86	0
671	10278307.42	9247129.974	11309484.86	0
670	10269038.18	9237860.734	11300215.62	0
669	10254530.13	9223352.69	11285707.57	0
668	10234768.27	9203590.827	11265945.71	0
667	10209812.45	9178635.013	11240989.9	0
666	10179798.67	9148621.227	11210976.11	0
665	10144939.07	9113761.629	11176116.51	0
664	10105520.88	9074343.442	11136698.33	0
663	10061904.09	9030726.644	11093081.53	0
662	10014517.9	8983340.453	11045695.34	0
661	9963856.114	8932678.673	10995033.56	0
660	9910471.347	8879293.905	10941648.79	0
659	9854968.18	8823790.738	10886145.62	0
658	9797995.417	8766817.975	10829172.86	0
657	9740237.46	8709060.018	10771414.9	0
656	9682404.982	8651227.54	10713582.42	0
655	9625225.014	8594047.572	10656402.46	0
654	9569430.612	8538253.171	10600608.05	0
653	9515750.255	8484572.814	10546927.7	0
652	9464897.154	8433719.713	10496074.6	0
651	9417558.643	8386381.201	10448736.08	0
650	9374385.82	8343208.379	10405563.26	0
649	9335983.633	8304806.191	10367161.07	0
648	9302901.548	8271724.107	10334078.99	0
647	9275624.992	8244447.55	10306802.43	0
646	9254567.693	8223390.251	10285745.13	0
645	9240065.072	8208887.631	10271242.51	0
644	9232368.791	8201191.349	10263546.23	0
643	9231642.559	8200465.117	10262820	0
642	9237959.28	8206781.838	10269136.72	0
641	9251299.59	8220122.148	10282477.03	0
640	9271551.811	8240374.369	10302729.25	0
639	9298513.343	8267335.901	10329690.78	0
638	9331893.455	8300716.013	10363070.9	0
637	9371317.448	8340140.007	10402494.89	0
636	9416332.116	8385154.674	10447509.56	0
635	9466412.41	8435234.968	10497589.85	0
634	9520969.206	8489791.764	10552146.65	0
633	9579358.034	8548180.592	10610535.48	0
632	9640888.634	8609711.192	10672066.08	0
631	9704835.163	8673657.722	10736012.61	0
630	9770446.897	8739269.455	10801624.34	0
629	9836959.235	8805781.793	10868136.68	0
628	9903604.835	8872427.393	10934782.28	0
627	9969624.68	8938447.238	11000802.12	0
626	10034278.91	9003101.468	11065456.35	0
625	10096857.23	9065679.786	11128034.67	0
624	10156688.72	9125511.277	11187866.16	0
623	10213150.93	9181973.488	11244328.37	0
622	10265678.05	9234500.612	11296855.5	0
621	10313768.12	9282590.674	11344945.56	0
620	10356989.04	9325811.596	11388166.48	0
619	10394983.5	9363806.061	11426160.94	0
618	10427472.56	9396295.123	11458650.01	0
617	10454257.95	9423080.511	11485435.39	0
616	10475223.06	9444045.62	11506400.5	0
615	10490332.64	9459155.197	11521510.08	0
614	10499631.19	9468453.748	11530808.63	0
613	10503240.17	9432918.723	11573561.61	0
612	10501354.01	9431032.562	11571675.45	0
611	10494235.1	9423913.658	11564556.55	0
610	10482207.85	9411886.402	11552529.29	0
609	10465651.84	9395330.391	11535973.28	0
608	10444994.39	9374672.95	11515315.84	0
607	10420702.56	9350381.117	11491024.01	0
606	10393274.68	9322953.233	11463596.12	0
605	10363231.74	9292910.297	11433553.19	0
604	10331108.69	9260787.249	11401430.14	0
603	10297445.76	9227124.312	11367767.2	0
602	10262780.01	9192458.569	11333101.46	0
601	10227637.33	9157315.883	11297958.77	0
600	10192524.77	9122203.323	11262846.21	0
599	10157923.62	9087602.173	11228245.06	0
598	10124283.11	9053961.664	11194604.55	0
597	10092014.93	9021693.485	11162336.37	0
596	10061488.6	8991167.156	11131810.05	0
595	10033027.75	8962706.309	11103349.2	0
594	10006907.35	8936585.907	11077228.8	0
593	9983351.864	8913030.419	11053673.31	0
592	9962534.377	8892212.932	11032855.82	0
591	9944576.639	8874255.194	11014898.08	0
590	9929549.98	8859228.535	10999871.42	0
589	9917477.059	8847155.615	10987798.5	0
588	9908334.371	8838012.926	10978655.82	0
587	9902055.423	8831733.978	10972376.87	0
586	9898534.503	8828213.059	10968855.95	0
585	9897630.928	8827309.483	10967952.37	0
584	9899173.669	8828852.225	10969495.11	0
583	9902966.265	8832644.82	10973287.71	0
582	9908791.878	8838470.433	10979113.32	0
581	9916418.428	8846096.984	10986739.87	0
580	9925603.672	8855282.227	10995925.12	0
579	9936100.138	8865778.694	11006421.58	0
578	9947659.838	8877338.394	11017981.28	0
577	9960038.658	8889717.214	11030360.1	0
576	9973000.374	8902678.929	11043321.82	0
575	9986320.221	8915998.776	11056641.67	0
574	9999787.986	8929466.542	11070109.43	0
573	10013210.58	8942889.134	11083532.02	0
572	10026414.06	8956092.615	11096735.5	0
571	10039245.14	8968923.693	11109566.58	0
570	10051572.12	8981250.678	11121893.57	0
569	10063285.36	8992963.912	11133606.8	0
568	10074297.17	9003975.724	11144618.61	0
567	10084541.36	9014219.913	11154862.8	0
566	10093972.29	9023650.845	11164293.73	0
565	10102563.63	9032242.183	11172885.07	0
564	10110306.78	9039985.331	11180628.22	0
563	10117209.08	9046887.637	11187530.53	0
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
